PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Download_URL,Download_Status,PDF_Filename,Error_Message
38066322,Anti-aging Effect of Rutin in Caenorhabditis elegans and D-Gal-Induced Aging Mouse Model,"Xinghua L, Yingying H, Shuai W, Guangping L.",Dokl Biochem Biophys. 2023 Dec;513(1):350-354. doi: 10.1134/S1607672923700515. Epub 2023 Dec 8.,Xinghua L,Dokl Biochem Biophys,2023,2023/12/8,,,10.1134/S1607672923700515,,Failed,,No download link found: 10.1134/S1607672923700515
37036656,Geroprotective Effect of Levilactobacillus brevis and Weizmannia coagulans in Caenorhabditis elegans,"Thiruppathi G, Mohankumar A, Kalaiselvi D, Velumani M, Saravana Bhavan P, Premasudha P, Tawata S, Sundararaj P.",Probiotics Antimicrob Proteins. 2024 Apr;16(2):589-605. doi: 10.1007/s12602-023-10060-y. Epub 2023 Apr 10.,Thiruppathi G,Probiotics Antimicrob Proteins,2024,2023/4/10,,,10.1007/s12602-023-10060-y,,Failed,,No download link found: 10.1007/s12602-023-10060-y
29526449,Longevity promoting efficacies of different plant extracts in lower model organisms,"Chattopadhyay D, Thirumurugan K.",Mech Ageing Dev. 2018 Apr;171:47-57. doi: 10.1016/j.mad.2018.03.002. Epub 2018 Mar 8.,Chattopadhyay D,Mech Ageing Dev,2018,2018/3/13,,,10.1016/j.mad.2018.03.002,,Success,PMID29526449.pdf,
36380728,Recent Progress in Regulation of Aging by Insulin/IGF-1 Signaling in Caenorhabditis elegans,"Lee H, Lee SV.",Mol Cells. 2022 Nov 30;45(11):763-770. doi: 10.14348/molcells.2022.0097. Epub 2022 Nov 15.,Lee H,Mol Cells,2022,2022/11/16,PMC9676989,,10.14348/molcells.2022.0097,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/43/68/PMC9676989.tar.gz,Match Found,,
20473034,Drosophila melanogaster as a model system for the evaluation of anti-aging compounds,Jafari M.,Fly (Austin). 2010 Jul-Sep;4(3):253-7. doi: 10.4161/fly.4.3.11997. Epub 2010 Jul 1.,Jafari M,Fly (Austin),2010,2010/5/18,,,10.4161/fly.4.3.11997,,Success,PMID20473034.pdf,
38291015,Mulberrin extends lifespan in Caenorhabditis elegans through detoxification function,"Gao X, Yu J, Zhang L, Shi H, Yan Y, Han Y, Fang M, Liu Y, Wu C, Fan S, Huang C.",J Appl Toxicol. 2024 Jun;44(6):833-845. doi: 10.1002/jat.4578. Epub 2024 Jan 30.,Gao X,J Appl Toxicol,2024,2024/1/30,,,10.1002/jat.4578,,Failed,,No download link found: 10.1002/jat.4578
31493231,Metabolic Biomarkers in Aging and Anti-Aging Research,Guest PC.,Adv Exp Med Biol. 2019;1178:247-264. doi: 10.1007/978-3-030-25650-0_13.,Guest PC,Adv Exp Med Biol,2019,2019/9/8,,,10.1007/978-3-030-25650-0_13,,Success,PMID31493231.pdf,
27081480,Finding Ponce de Leon's Pill: Challenges in Screening for Anti-Aging Molecules,"Kumar S, Lombard DB.",F1000Res. 2016 Mar 29;5:F1000 Faculty Rev-406. doi: 10.12688/f1000research.7821.1. eCollection 2016.,Kumar S,F1000Res,2016,2016/4/16,PMC4813637,,10.12688/f1000research.7821.1,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/15/24/PMC4813637.tar.gz,Match Found,,
38228128,Sertraline Promotes Health and Longevity in Caenorhabditis elegans,"Liang Y, Zhou Y, Zhou C, Cai X, Liu L, Wei F, Li G.",Gerontology. 2024;70(4):408-417. doi: 10.1159/000536227. Epub 2024 Jan 16.,Liang Y,Gerontology,2024,2024/1/16,,,10.1159/000536227,,Failed,,No download link found: 10.1159/000536227
38001113,ACS-20/FATP4 mediates the anti-ageing effect of dietary restriction in C. elegans,"Wang Z, Zou L, Zhang Y, Zhu M, Zhang S, Wu D, Lan J, Zang X, Wang Q, Zhang H, Wu Z, Zhu H, Chen D.",Nat Commun. 2023 Nov 24;14(1):7683. doi: 10.1038/s41467-023-43613-4.,Wang Z,Nat Commun,2023,2023/11/24,PMC10673863,,10.1038/s41467-023-43613-4,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b1/dc/PMC10673863.tar.gz,Match Found,,
33549830,Xanthohumol prolongs lifespan and decreases stress-induced mortality in Drosophila melanogaster,"Wongchum N, Dechakhamphu A.",Comp Biochem Physiol C Toxicol Pharmacol. 2021 Jun;244:108994. doi: 10.1016/j.cbpc.2021.108994. Epub 2021 Feb 4.,Wongchum N,Comp Biochem Physiol C Toxicol Pharmacol,2021,2021/2/7,,,10.1016/j.cbpc.2021.108994,,Success,PMID33549830.pdf,
37052773,Dauer larva-derived extracellular vesicles extend the life of Caenorhabditis elegans,"Ma J, Wang YT, Chen LH, Yang BY, Jiang YZ, Wang LX, Chen ZQ, Ma GR, Fang LQ, Wang ZB.",Biogerontology. 2023 Aug;24(4):581-592. doi: 10.1007/s10522-023-10030-5. Epub 2023 Apr 13.,Ma J,Biogerontology,2023,2023/4/13,PMC10267011,,10.1007/s10522-023-10030-5,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a6/48/PMC10267011.tar.gz,Match Found,,
37713088,Salidroside promotes healthy longevity by interfering with HSP90 activity,"Zhang J, Li Z, Song J, Zhou L, Chen X, Ge W, Dong T, Luo Y, Mao T, Li Z, Tan D, Rasmussen LJ, Bohr VA, Tong X, Dai F.",Geroscience. 2024 Apr;46(2):1641-1655. doi: 10.1007/s11357-023-00921-3. Epub 2023 Sep 15.,Zhang J,Geroscience,2024,2023/9/15,PMC10828337,,10.1007/s11357-023-00921-3,,Failed,,No download link found: 10.1007/s11357-023-00921-3
37218439,In Vivo Effects of Crataegus pinnatifida Extract for Healthy Longevity,"Yu IS, Kim MK, Kim MJ, Shim J.",J Microbiol Biotechnol. 2023 May 28;33(5):680-686. doi: 10.4014/jmb.2302.02022. Epub 2023 Mar 10.,Yu IS,J Microbiol Biotechnol,2023,2023/5/23,PMC10236174,,10.4014/jmb.2302.02022,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/e6/7a/PMC10236174.tar.gz,Match Found,,
39327392,Tauroursodeoxycholic acid targets HSP90 to promote protein homeostasis and extends healthy lifespan,"Liu JY, Wang Y, Guo Y, Zheng RQ, Wang YY, Shen YY, Liu YH, Cao AP, Wang RB, Xie BY, Jiang S, Han QY, Chen J, Dong FT, He K, Wang N, Pan X, Li T, Zhou T, Li AL, Xia Q, Zhang WN.",Sci China Life Sci. 2025 Feb;68(2):416-430. doi: 10.1007/s11427-024-2717-6. Epub 2024 Sep 24.,Liu JY,Sci China Life Sci,2025,2024/9/26,,,10.1007/s11427-024-2717-6,,Failed,,No download link found: 10.1007/s11427-024-2717-6
39627462,Discovering geroprotectors through the explainable artificial intelligence-based platform AgeXtend,"Arora S, Mittal A, Duari S, Chauhan S, Dixit NK, Mohanty SK, Sharma A, Solanki S, Sharma AK, Gautam V, Gahlot PS, Satija S, Nanshi J, Kapoor N, Cb L, Sengupta D, Mehrotra P, Ghosh TS, Ahuja G.",Nat Aging. 2025 Jan;5(1):144-161. doi: 10.1038/s43587-024-00763-4. Epub 2024 Dec 3.,Arora S,Nat Aging,2025,2024/12/3,,,10.1038/s43587-024-00763-4,,Failed,,No download link found: 10.1038/s43587-024-00763-4
36786919,Exogenous glucosylglycerol and proline extend the chronological lifespan of Rhodosporidium toruloides,"Odoh CK, Xue H, Zhao ZK.",Int Microbiol. 2023 Nov;26(4):807-819. doi: 10.1007/s10123-023-00336-2. Epub 2023 Feb 14.,Odoh CK,Int Microbiol,2023,2023/2/14,,,10.1007/s10123-023-00336-2,,Failed,,No download link found: 10.1007/s10123-023-00336-2
36052763,Longevity-promoting properties of ginger extract in Caenorhabditis elegans via the insulin/IGF-1 signaling pathway,"Xu T, Tao M, Li R, Xu X, Pan S, Wu T.",Food Funct. 2022 Oct 3;13(19):9893-9903. doi: 10.1039/d2fo01602h.,Xu T,Food Funct,2022,2022/9/2,,,10.1039/d2fo01602h,,Success,PMID36052763.pdf,
37776641,Caenorhabditis elegans as an in vivo model for the identification of natural antioxidants with anti-aging actions,"Lin Y, Lin C, Cao Y, Chen Y.",Biomed Pharmacother. 2023 Nov;167:115594. doi: 10.1016/j.biopha.2023.115594. Epub 2023 Sep 28.,Lin Y,Biomed Pharmacother,2023,2023/9/30,,,10.1016/j.biopha.2023.115594,,Failed,,No download link found: 10.1016/j.biopha.2023.115594
34346557,Youthful and age-related matreotypes predict drugs promoting longevity,"Statzer C, Jongsma E, Liu SX, Dakhovnik A, Wandrey F, Mozharovskyi P, Zülli F, Ewald CY.",Aging Cell. 2021 Sep;20(9):e13441. doi: 10.1111/acel.13441. Epub 2021 Aug 4.,Statzer C,Aging Cell,2021,2021/8/4,PMC8441316,,10.1111/acel.13441,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/f1/4b/PMC8441316.tar.gz,Match Found,,
39502409,Potential probiotic Lactiplantibacillus plantarum DS1800 extends lifespan and enhances stress resistance in Caenorhabditis elegans model,"Kim S, Lee YR, Yang H, Park CH, Yun CS, Jang BC, Hong Y, Park DS.",Front Physiol. 2024 Oct 22;15:1476096. doi: 10.3389/fphys.2024.1476096. eCollection 2024.,Kim S,Front Physiol,2024,2024/11/6,PMC11534597,,10.3389/fphys.2024.1476096,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/cf/b6/PMC11534597.tar.gz,Match Found,,
28066251,"Geroprotective and Radioprotective Activity of Quercetin, (-)-Epicatechin, and Ibuprofen in Drosophila melanogaster","Proshkina E, Lashmanova E, Dobrovolskaya E, Zemskaya N, Kudryavtseva A, Shaposhnikov M, Moskalev A.",Front Pharmacol. 2016 Dec 23;7:505. doi: 10.3389/fphar.2016.00505. eCollection 2016.,Proshkina E,Front Pharmacol,2016,2017/1/10,PMC5179547,,10.3389/fphar.2016.00505,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/90/8c/PMC5179547.tar.gz,Match Found,,
38656034,Candidate molecular targets uncovered in mouse lifespan extension studies,"Vedunova M, Borysova O, Kozlov G, Zharova AM, Morgunov I, Moskalev A.",Expert Opin Ther Targets. 2024 Jun;28(6):513-528. doi: 10.1080/14728222.2024.2346597. Epub 2024 Apr 30.,Vedunova M,Expert Opin Ther Targets,2024,2024/4/24,,,10.1080/14728222.2024.2346597,,Failed,,No download link found: 10.1080/14728222.2024.2346597
28783712,Machine learning for predicting lifespan-extending chemical compounds,"Barardo DG, Newby D, Thornton D, Ghafourian T, de Magalhães JP, Freitas AA.",Aging (Albany NY). 2017 Jul 18;9(7):1721-1737. doi: 10.18632/aging.101264.,Barardo DG,Aging (Albany NY),2017,2017/8/8,PMC5559171,,10.18632/aging.101264,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/10/2d/PMC5559171.tar.gz,Match Found,,
32022406,Anti-ageing effects of red ginseng on female Drosophila melanogaster,"Hou W, Pei J, Wang Y, Zhang J, Zheng H, Cui R.",J Cell Mol Med. 2020 Mar;24(6):3751-3755. doi: 10.1111/jcmm.15029. Epub 2020 Feb 5.,Hou W,J Cell Mol Med,2020,2020/2/6,PMC7131930,,10.1111/jcmm.15029,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a3/ed/PMC7131930.tar.gz,Match Found,,
38940020,The anti-aging effects of Chlorella polysaccharide extract in Caenorhabditis elegans,"Feng ST, You CT, Pan ZK, Gao WY, Wang DD, Hu LL.",Nat Prod Res. 2024 Jun 28:1-6. doi: 10.1080/14786419.2024.2371562. Online ahead of print.,Feng ST,Nat Prod Res,2024,2024/6/28,,,10.1080/14786419.2024.2371562,,Failed,,No download link found: 10.1080/14786419.2024.2371562
37122503,CRISPR-activated expression of collagen col-120 increases lifespan and heat tolerance,"Goyala A, Ewald CY.",MicroPubl Biol. 2023 Apr 12;2023:10.17912/micropub.biology.000730. doi: 10.17912/micropub.biology.000730. eCollection 2023.,Goyala A,MicroPubl Biol,2023,2023/5/1,PMC10133990,,10.17912/micropub.biology.000730,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/2a/59/PMC10133990.tar.gz,Match Found,,
36358487,Astaxanthin Induces Transcriptomic Responses Associated with Lifespan Extension in Caenorhabditis elegans,"Ding F, Zhao Y.",Antioxidants (Basel). 2022 Oct 27;11(11):2115. doi: 10.3390/antiox11112115.,Ding F,Antioxidants (Basel),2022,2022/11/11,PMC9687064,,10.3390/antiox11112115,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/1a/b4/PMC9687064.tar.gz,Match Found,,
37048222,Effect of Sodium Hyaluronate on Antioxidant and Anti-Ageing Activities in Caenorhabditis elegans,"Lin Q, Song B, Zhong Y, Yin H, Li Z, Wang Z, Cheong KL, Huang R, Zhong S.",Foods. 2023 Mar 26;12(7):1400. doi: 10.3390/foods12071400.,Lin Q,Foods,2023,2023/4/13,PMC10093893,,10.3390/foods12071400,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/55/d0/PMC10093893.tar.gz,Match Found,,
36500704,Preparation of Dendrobium officinale Flower Anthocyanin and Extended Lifespan in Caenorhabditis elegans,"Li S, Wang J, Zhang L, Zheng Y, Ma G, Sun X, Yuan J.",Molecules. 2022 Dec 6;27(23):8608. doi: 10.3390/molecules27238608.,Li S,Molecules,2022,2022/12/11,PMC9741365,,10.3390/molecules27238608,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/33/e1/PMC9741365.tar.gz,Match Found,,
29573324,The African turquoise killifish: A research organism to study vertebrate aging and diapause,"Hu CK, Brunet A.",Aging Cell. 2018 Jun;17(3):e12757. doi: 10.1111/acel.12757. Epub 2018 Mar 24.,Hu CK,Aging Cell,2018,2018/3/25,PMC5946070,,10.1111/acel.12757,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b1/63/PMC5946070.tar.gz,Match Found,,
30266681,Lonicera japonica extends lifespan and healthspan in Caenorhabditis elegans,"Yang ZZ, Yu YT, Lin HR, Liao DC, Cui XH, Wang HB.",Free Radic Biol Med. 2018 Dec;129:310-322. doi: 10.1016/j.freeradbiomed.2018.09.035. Epub 2018 Sep 25.,Yang ZZ,Free Radic Biol Med,2018,2018/9/30,,,10.1016/j.freeradbiomed.2018.09.035,,Success,PMID30266681.pdf,
27478096,Anti-aging properties of Ribes fasciculatum in Caenorhabditis elegans,"Jeon H, Cha DS.",Chin J Nat Med. 2016 May;14(5):335-42. doi: 10.3724/SP.J.1009.2016.00335.,Jeon H,Chin J Nat Med,2016,2016/8/2,,,10.3724/SP.J.1009.2016.00335,,Success,PMID27478096.pdf,
39971228,Cordycepin extends the longevity of Caenorhabditis elegans via antioxidation and regulation of fatty acid metabolism,"Sun Y, Zhong M, Wang J, Feng M, Shen C, Han Z, Cao X, Zhang Q.",Eur J Pharmacol. 2025 May 5;994:177388. doi: 10.1016/j.ejphar.2025.177388. Epub 2025 Feb 17.,Sun Y,Eur J Pharmacol,2025,2025/2/19,,,10.1016/j.ejphar.2025.177388,,Failed,,No download link found: 10.1016/j.ejphar.2025.177388
37653270,Proteomic changes induced by longevity-promoting interventions in mice,"Burns AR, Wiedrick J, Feryn A, Maes M, Midha MK, Baxter DH, Morrone SR, Prokop TJ, Kapil C, Hoopmann MR, Kusebauch U, Deutsch EW, Rappaport N, Watanabe K, Moritz RL, Miller RA, Lapidus JA, Orwoll ES.",Geroscience. 2024 Apr;46(2):1543-1560. doi: 10.1007/s11357-023-00917-z. Epub 2023 Aug 31.,Burns AR,Geroscience,2024,2023/8/31,PMC10828338,,10.1007/s11357-023-00917-z,,Failed,,No download link found: 10.1007/s11357-023-00917-z
31325469,"Caloric restriction, longevity and aging: Recent contributions from human and non-human primate studies","Pifferi F, Aujard F.",Prog Neuropsychopharmacol Biol Psychiatry. 2019 Dec 20;95:109702. doi: 10.1016/j.pnpbp.2019.109702. Epub 2019 Jul 17.,Pifferi F,Prog Neuropsychopharmacol Biol Psychiatry,2019,2019/7/21,,,10.1016/j.pnpbp.2019.109702,,Success,PMID31325469.pdf,
31003779,Inhibition of GIP signaling extends lifespan without caloric restriction,"Hoizumi M, Sato T, Shimizu T, Kato S, Tsukiyama K, Narita T, Fujita H, Morii T, Sassa MH, Seino Y, Yamada Y.",Biochem Biophys Res Commun. 2019 Jun 11;513(4):974-982. doi: 10.1016/j.bbrc.2019.04.036. Epub 2019 Apr 17.,Hoizumi M,Biochem Biophys Res Commun,2019,2019/4/21,,,10.1016/j.bbrc.2019.04.036,,Success,PMID31003779.pdf,
28934747,"Untangling Longevity, Dauer, and Healthspan in Caenorhabditis elegans Insulin/IGF-1-Signalling","Ewald CY, Castillo-Quan JI, Blackwell TK.",Gerontology. 2018;64(1):96-104. doi: 10.1159/000480504. Epub 2017 Sep 22.,Ewald CY,Gerontology,2018,2017/9/22,PMC5828946,NIHMS903970,10.1159/000480504,,Success,PMID28934747.pdf,
37268030,Exosome-mediated delivery of superoxide dismutase for anti-aging studies in Caenorhabditis elegans,"Shao X, Zhang M, Chen Y, Sun S, Yang S, Li Q.",Int J Pharm. 2023 Jun 25;641:123090. doi: 10.1016/j.ijpharm.2023.123090. Epub 2023 Jun 1.,Shao X,Int J Pharm,2023,2023/6/2,,,10.1016/j.ijpharm.2023.123090,,Failed,,No download link found: 10.1016/j.ijpharm.2023.123090
34400294,Effects of Chinese herbal medicines on lifespan in Drosophila,"Li H, Liang B, Cao Y, Xu Y, Chen J, Yao Y, Shen J, Yao D.",Exp Gerontol. 2021 Oct 15;154:111514. doi: 10.1016/j.exger.2021.111514. Epub 2021 Aug 13.,Li H,Exp Gerontol,2021,2021/8/17,,,10.1016/j.exger.2021.111514,,Failed,,No download link found: 10.1016/j.exger.2021.111514
37481178,R-phycocyanin from porphyra haitanensis influences drosophila melanogaster lifespan in a sex-specific manner,"Feng Y, Lu H, Hu J, Zheng B, Zhang Y.",Int J Biol Macromol. 2023 Sep 1;248:125914. doi: 10.1016/j.ijbiomac.2023.125914. Epub 2023 Jul 21.,Feng Y,Int J Biol Macromol,2023,2023/7/22,,,10.1016/j.ijbiomac.2023.125914,,Failed,,No download link found: 10.1016/j.ijbiomac.2023.125914
31547049,Royal Jelly and Its Components Promote Healthy Aging and Longevity: From Animal Models to Humans,"Kunugi H, Mohammed Ali A.",Int J Mol Sci. 2019 Sep 20;20(19):4662. doi: 10.3390/ijms20194662.,Kunugi H,Int J Mol Sci,2019,2019/9/25,PMC6802361,,10.3390/ijms20194662,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/cf/02/PMC6802361.tar.gz,Match Found,,
30916479,Glycine supplementation extends lifespan of male and female mice,"Miller RA, Harrison DE, Astle CM, Bogue MA, Brind J, Fernandez E, Flurkey K, Javors M, Ladiges W, Leeuwenburgh C, Macchiarini F, Nelson J, Ryazanov AG, Snyder J, Stearns TM, Vaughan DE, Strong R.",Aging Cell. 2019 Jun;18(3):e12953. doi: 10.1111/acel.12953. Epub 2019 Mar 27.,Miller RA,Aging Cell,2019,2019/3/28,PMC6516426,,10.1111/acel.12953,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/0f/4d/PMC6516426.tar.gz,Match Found,,
30476533,The anti-oxidation and anti-aging effects of Ganoderma lucidum in Caenorhabditis elegans,"Cuong VT, Chen W, Shi J, Zhang M, Yang H, Wang N, Yang S, Li J, Yang P, Fei J.",Exp Gerontol. 2019 Mar;117:99-105. doi: 10.1016/j.exger.2018.11.016. Epub 2018 Nov 23.,Cuong VT,Exp Gerontol,2019,2018/11/27,,,10.1016/j.exger.2018.11.016,,Success,PMID30476533.pdf,
36805847,Increased alcohol dehydrogenase 1 activity promotes longevity,"Ghaddar A, Mony VK, Mishra S, Berhanu S, Johnson JC, Enriquez-Hesles E, Harrison E, Patel A, Horak MK, Smith JS, O'Rourke EJ.",Curr Biol. 2023 Mar 27;33(6):1036-1046.e6. doi: 10.1016/j.cub.2023.01.059. Epub 2023 Feb 17.,Ghaddar A,Curr Biol,2023,2023/2/22,PMC10236445,NIHMS1872717,10.1016/j.cub.2023.01.059,,Failed,,No download link found: 10.1016/j.cub.2023.01.059
39581459,Patchouli essential oil extends the lifespan and healthspan of Caenorhabditis elegans through JNK-1/DAF-16,"Xu R, Li AP, Tan X, Tang X, He XP, Wang LX, Kang JJ, Li SH, Liu Y.",Life Sci. 2025 Jan 1;360:123270. doi: 10.1016/j.lfs.2024.123270. Epub 2024 Nov 23.,Xu R,Life Sci,2025,2024/11/24,,,10.1016/j.lfs.2024.123270,,Failed,,No download link found: 10.1016/j.lfs.2024.123270
39197612,"Synergistic anti-aging effect of Dendrobium officinale polysaccharide and spermidine: A metabolomics analysis focusing on the regulation of lipid, nucleotide and energy metabolism","Duan H, Yu Q, Ni Y, Li J, Yu L, Yan X, Fan L.",Int J Biol Macromol. 2024 Oct;278(Pt 4):135098. doi: 10.1016/j.ijbiomac.2024.135098. Epub 2024 Aug 26.,Duan H,Int J Biol Macromol,2024,2024/8/28,,,10.1016/j.ijbiomac.2024.135098,,Failed,,No download link found: 10.1016/j.ijbiomac.2024.135098
34354511,Glucosamine Extends the Lifespan of Caenorhabditis elegans via Autophagy Induction,"Shintani T, Kosuge Y, Ashida H.",J Appl Glycosci (1999). 2018 Aug 20;65(3):37-43. doi: 10.5458/jag.jag.JAG-2018_002. eCollection 2018.,Shintani T,J Appl Glycosci (1999),2018,2021/8/6,PMC8056925,,10.5458/jag.jag.JAG-2018_002,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/bd/c2/PMC8056925.tar.gz,Match Found,,
25959406,rBTI extends Caenorhabditis elegans lifespan by mimicking calorie restriction,"Li J, Cui X, Wang Z, Li Y.",Exp Gerontol. 2015 Jul;67:62-71. doi: 10.1016/j.exger.2015.05.001. Epub 2015 May 7.,Li J,Exp Gerontol,2015,2015/5/12,,,10.1016/j.exger.2015.05.001,,Success,PMID25959406.pdf,
39951337,fmo-4 promotes longevity and stress resistance via ER to mitochondria calcium regulation in C. elegans,"Tuckowski AM, Beydoun S, Kitto ES, Bhat A, Howington MB, Sridhar A, Bhandari M, Chambers K, Leiser SF.",Elife. 2025 Feb 14;13:RP99971. doi: 10.7554/eLife.99971.,Tuckowski AM,Elife,2025,2025/2/14,PMC11828484,,10.7554/eLife.99971,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/8e/c8/PMC11828484.tar.gz,Match Found,,
40652411,Sex-dependent geroprotective effects of malvidin in Drosophila melanogaster,"Golubev D, Platonova E, Zemskaya N, Shevchenko O, Shaposhnikov M, Tumaeva P, Patov S, Moskalev A.",Biogerontology. 2025 Jul 13;26(4):144. doi: 10.1007/s10522-025-10285-0.,Golubev D,Biogerontology,2025,2025/7/13,,,10.1007/s10522-025-10285-0,,Failed,,No download link found: 10.1007/s10522-025-10285-0
37188237,Glucosylglycerol Extends Chronological Lifespan of the Budding Yeast via an Increased Osmolarity Response,"Odoh CK, Kamal R, Xue H, Lyu L, Arnone JT, Zhao ZK.",Indian J Microbiol. 2023 Mar;63(1):42-49. doi: 10.1007/s12088-023-01055-y. Epub 2023 Jan 9.,Odoh CK,Indian J Microbiol,2023,2023/5/15,PMC10172420,,10.1007/s12088-023-01055-y,,Failed,,No download link found: 10.1007/s12088-023-01055-y
35453298,Aryl Hydrocarbon Receptor-Dependent and -Independent Pathways Mediate Curcumin Anti-Aging Effects,"Brinkmann V, Romeo M, Larigot L, Hemmers A, Tschage L, Kleinjohann J, Schiavi A, Steinwachs S, Esser C, Menzel R, Giani Tagliabue S, Bonati L, Cox F, Ale-Agha N, Jakobs P, Altschmied J, Haendeler J, Coumoul X, Ventura N.",Antioxidants (Basel). 2022 Mar 23;11(4):613. doi: 10.3390/antiox11040613.,Brinkmann V,Antioxidants (Basel),2022,2022/4/23,PMC9024831,,10.3390/antiox11040613,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b6/be/PMC9024831.tar.gz,Match Found,,
32860532,Antistress and anti-aging activities of Caenorhabditis elegans were enhanced by Momordica saponin extract,"Lin C, Chen Y, Lin Y, Wang X, Hu L, Cao Y, Chen Y.",Eur J Nutr. 2021 Jun;60(4):1819-1832. doi: 10.1007/s00394-020-02338-6. Epub 2020 Aug 29.,Lin C,Eur J Nutr,2021,2020/8/30,,,10.1007/s00394-020-02338-6,,Success,PMID32860532.pdf,
36941756,Vanillic Acid Improves Stress Resistance and Substantially Extends Life Span in Caenorhabditis elegans,"Osorio-Paz I, Valle-Jiménez X, Brunauer R, Alavez S.",J Gerontol A Biol Sci Med Sci. 2023 Jul 8;78(7):1100-1107. doi: 10.1093/gerona/glad086.,Osorio-Paz I,J Gerontol A Biol Sci Med Sci,2023,2023/3/21,,,10.1093/gerona/glad086,,Failed,,No download link found: 10.1093/gerona/glad086
14585727,Effects of exogenous melatonin--a review,Anisimov VN.,Toxicol Pathol. 2003 Nov-Dec;31(6):589-603. doi: 10.1080/01926230390257885.,Anisimov VN,Toxicol Pathol,2003,2003/10/31,,,10.1080/01926230390257885,,Success,PMID14585727.pdf,
