Compound,Life_extended,CAS Number,SMILES,PubChem_Name,PubChem_CID
,0,,C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,(2R)-2-[[(2S)-2-[[2-[[(2S)-2-formamido-3-methylbutanoyl]amino]acetyl]amino]propanoyl]amino]-N-[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-(2-hydroxyethylamino)-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]-4-methylpentanamide,16130140.0
,0,,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-].[Cl-],1-[10-(4-amino-2-methylquinolin-1-ium-1-yl)decyl]-2-methylquinolin-1-ium-4-amine;dichloride,10649.0
,0,,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,"N,N-diethyl-1-phenothiazin-10-ylpropan-2-amine;hydrochloride",122824.0
,0,,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,"(1R,2R,7S,10R,13R,14R,16S,19S,20S)-19-(furan-3-yl)-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docosane-5,12,17-trione",179651.0
,0,,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,2-phenylethylhydrazine;sulfuric acid,61100.0
,0,,C1CC(CCC1NC(=O)COC2=CC=C(C=C2)Cl)NC(=O)COC3=CC=C(C=C3)Cl,2-(4-chlorophenoxy)-N-[4-[[2-(4-chlorophenoxy)acetyl]amino]cyclohexyl]acetamide,1011240.0
,0,,CC(=CCC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)C,"7-[(2E)-3,7-dimethylocta-2,6-dienoxy]chromen-2-one",1550607.0
,0,,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,"[(8R,9S,10R,13S,14S,17R)-17-acetyl-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] hexanoate",169870.0
,0,,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],"4-[(2-bromo-4,5-dimethoxyphenyl)methyl]-4-[2-[2-(6,6-dimethyl-2-bicyclo[3.1.1]heptanyl)ethoxy]ethyl]morpholin-4-ium;bromide",40703.0
,0,,C[N+](C)(C)CCO.[Cl-],2-hydroxyethyl(trimethyl)azanium;chloride,6209.0
,0,,CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)O)Cl.Cl,"(5R)-8-chloro-3-methyl-5-phenyl-1,2,4,5-tetrahydro-3-benzazepin-7-ol;hydrochloride",11957535.0
,0,,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,6-phenylmethoxy-7H-purin-2-amine,4578.0
,0,,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,"3-ethyl-5-phenylimidazolidine-2,4-dione",3292.0
,0,,CN1C=NC2=C1C(=O)NC(=O)N2C,"3,7-dimethylpurine-2,6-dione",5429.0
,0,,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",5280961.0
,0,,CC(C)(C)[C@]1(CCN2C[C@@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@H]2C1)O.Cl,"(1R,6R,8R)-6-tert-butyl-3-azapentacyclo[11.8.1.03,8.09,22.016,21]docosa-9,11,13(22),16,18,20-hexaen-6-ol;hydrochloride",37460.0
,0,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",5789.0
,0,,C1=CNC(=O)NC1=O,"1H-pyrimidine-2,4-dione",1174.0
,1,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,4477.0
,1,,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl.CC1=CC=C(C=C1)S(=O)(=O)[O-],4-(4-chlorophenyl)butyl-diethyl-heptylazanium;4-methylbenzenesulfonate,175533.0
,1,,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O,3-hydroxy-2-(4-hydroxyphenyl)chromen-4-one,688715.0
,1,,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid,446541.0
,1,,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,"3,5-dimethyladamantan-1-amine;hydrochloride",181458.0
,1,,C1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3O2)O)O,"6,7-dihydroxy-2-phenylchromen-4-one",5353357.0
,1,,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl.O,"2-[2-[[4-(2-chlorophenyl)-1,3-thiazol-2-yl]carbamoyl]indol-1-yl]acetic acid;hydrate",71728480.0
,1,,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol,2585.0
,1,,C1=CC=C(C=C1)P2(=S)NC3=CC=CC=C3O2,"2-phenyl-2-sulfanylidene-3H-1,3,2lambda5-benzoxazaphosphole",13975035.0
,1,,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,6-hydroxy-2-phenylchromen-4-one,72279.0
,1,,COCCNC(=O)COC1=CC=C(C=C1)OCCNC[C@@H](COC2=CC=CC=C2)O.Cl,2-[4-[2-[[(2S)-2-hydroxy-3-phenoxypropyl]amino]ethoxy]phenoxy]-N-(2-methoxyethyl)acetamide;hydrochloride,9890216.0
,1,,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide;hydrochloride",64737.0
,1,,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,1-[bis(4-fluorophenyl)methyl]-4-[(E)-3-phenylprop-2-enyl]piperazine;dihydrochloride,5282407.0
,1,,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid;hydrochloride",68624.0
,1,,CC[N+](CC)(CC)CC.[Cl-],tetraethylazanium;chloride,5946.0
,1,,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O,"(2R,3R,4S,5S,6R)-2-[[(1S,3R,6S,8R,9S,11S,12S,14S,15R,16R)-14-hydroxy-15-[(2R,5S)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-7,7,12,16-tetramethyl-6-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-9-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",13943297.0
,1,,CCOC(=O)N1CCN(CC1)/[N+](=N/OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])/[O-],"(Z)-(2,4-dinitrophenoxy)imino-(4-ethoxycarbonylpiperazin-1-yl)-oxidoazanium",9572720.0
,1,,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)/C)OC)OC(=O)N)\C)C)O)OC,"[(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",5288382.0
,1,,C1COCCN1[N+]2=CC(=N)O[N-]2.Cl,3-morpholin-4-yl-1-oxa-3-azonia-2-azanidacyclopent-3-en-5-imine;hydrochloride,9859122.0
,1,,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1([C@]45[C@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C,"[(1S,2R,4S,7S,8S,11R,12R,17R,19R)-7-(furan-3-yl)-1,8,12,16,16-pentamethyl-5,15-dioxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadec-13-en-19-yl] acetate",12004512.0
,1,,CN1C2=C(C(=O)NC1=O)NC=N2,"3-methyl-7H-purine-2,6-dione",70639.0
,1,,C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)N)O)O)O,"(3R,4S,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol",6915732.0
,1,,CCCCCCCCCC[C@H]1[C@@H](OC1=O)CCCCS(=O)(=O)CCCN(C)C,"(3S,4S)-3-decyl-4-[4-[3-(dimethylamino)propylsulfonyl]butyl]oxetan-2-one",56641205.0
,1,,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.OS(=O)(=O)O,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate;sulfuric acid",6419928.0
,1,,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],"sodium;4-[(3,4-dichlorobenzoyl)amino]-5-(dipentylamino)-5-oxopentanoate",23681233.0
,1,,COC1=CC=CC(=C1O)O,"3-methoxybenzene-1,2-diol",13622.0
,1,,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,"[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate",65064.0
,1,,C1[C@H](ON=C1Cl)[C@@H](C(=O)O)N,"(2S)-2-amino-2-[(5S)-3-chloro-4,5-dihydro-1,2-oxazol-5-yl]acetic acid",294641.0
,1,,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,2-[(3Z)-6-fluoro-2-methyl-3-[(4-methylsulfanylphenyl)methylidene]inden-1-yl]acetic acid,5352624.0
,1,,CN(C)C(=O)/N=N/C(=O)N(C)C,"3-(dimethylcarbamoylimino)-1,1-dimethylurea",4278.0
,1,,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",55283.0
,1,,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-phenylchromen-4-one",5281607.0
,1,,C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)S(=O)(=O)N,"6-phenylimidazo[2,1-b][1,3,4]thiadiazole-2-sulfonamide",698112.0
,1,,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)ON3C(=O)C4CN(CCN4C3=O)CC5CCN(CC5)CC6=CC=CC=C6,"[7-[(1-benzylpiperidin-4-yl)methyl]-1,3-dioxo-5,6,8,8a-tetrahydroimidazo[1,5-a]pyrazin-2-yl] 4-(4-methoxyphenyl)piperazine-1-carboxylate",118525530.0
,1,,C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N,[3-(3-carbamoylphenyl)phenyl] N-cyclohexylcarbamate,1383884.0
,1,,C([C@H](C([C@H](CO)O)O)O)O,"(2S,4R)-pentane-1,2,3,4,5-pentol",6912.0
,1,,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,"(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",10607.0
,1,,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-yl-1lambda6,2-benzothiazine-3-carboxamide",54676228.0
,1,,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-2-methylpyrido[1,2-a]pyrimidin-4-one",4847.0
,1,,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,N-[(1-butylpyrrolidin-2-yl)methyl]-4-cyano-1-methoxynaphthalene-2-carboxamide,3408722.0
,1,,C([C@H]([C@@H](CS)O)O)S,"(2S,3S)-1,4-bis(sulfanyl)butane-2,3-diol",446094.0
,1,,CC1=CC=C(O1)/C=N/NC(=O)C2=CC=CC=C2OC3=CC=CC=C3,N-[(E)-(5-methylfuran-2-yl)methylideneamino]-2-phenoxybenzamide,9836739.0
,1,,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",54454.0
,1,,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine;hydrochloride",5887.0
,1,,COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O,"1-(2,4-dihydroxyphenyl)-2-(4-methoxyphenyl)ethanone",259632.0
,1,,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,"5,6,7-trihydroxy-2-phenylchromen-4-one",5281605.0
,1,,CC(=CCO)C,3-methylbut-2-en-1-ol,11173.0
,1,,C1[C@H]2[C@H](CO[C@@H]2OC3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6,"5-[[(3S,3aR,6R,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-1,3-benzodioxole",101746.0
,1,,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone;methanesulfonic acid",62978.0
,1,,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=C[N+](=CC=C3)[O-],N-cyclohexyl-N-methyl-4-(1-oxidopyridin-1-ium-3-yl)imidazole-1-carboxamide,46831476.0
,1,,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,"(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate",890.0
,1,,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",9064.0
,1,,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@]23CCC(=N[C@@H]2C4=CSC(=N4)[C@H]([C@H](OC(=O)C5=NC6=C(C=C[C@H]([C@@H]6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@@H](NC(=O)[C@H]8CSC(=N8)/C(=C/C)/NC(=O)[C@@H](NC(=O)C9=CSC3=N9)[C@@H](C)O)[C@@](C)([C@@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,"N-[3-[(3-amino-3-oxoprop-1-en-2-yl)amino]-3-oxoprop-1-en-2-yl]-2-[(1R,8S,11Z,15S,18S,25S,26R,35R,37S,40S,46S,53S,59S)-37-[(2S)-butan-2-yl]-18-[(2S,3R)-2,3-dihydroxybutan-2-yl]-11-ethylidene-59-hydroxy-8-[(1R)-1-hydroxyethyl]-31-[(1S)-1-hydroxyethyl]-26,40,46-trimethyl-43-methylidene-6,9,16,23,28,38,41,44,47-nonaoxo-27-oxa-3,13,20,56-tetrathia-7,10,17,24,36,39,42,45,48,52,58,61,62,63,64-pentadecazanonacyclo[23.23.9.329,35.12,5.112,15.119,22.154,57.01,53.032,60]tetrahexaconta-2(64),4,12(63),19(62),21,29(61),30,32(60),33,51,54,57-dodecaen-51-yl]-1,3-thiazole-4-carboxamide",16154490.0
,1,,CCCCN(CC)C1=NC(=NC2=C1C(=C(N2C3=C(C=C(C=C3C)C)C)C)C)C,"N-butyl-N-ethyl-2,5,6-trimethyl-7-(2,4,6-trimethylphenyl)pyrrolo[2,3-d]pyrimidin-4-amine",177990.0
,1,,C1(C(C(C(C(C1O)O)O)O)O)O,"cyclohexane-1,2,3,4,5,6-hexol",892.0
,1,,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,N-benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine;hydrochloride,5284441.0
,1,,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,"[(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate",5983.0
,1,,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,445858.0
,1,,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine",3878.0
,1,,CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl.[Na+],"sodium;2-[5-(4-chlorobenzoyl)-1,4-dimethylpyrrol-2-yl]acetate",16220118.0
,1,,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide,688272.0
,1,,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,N-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide,71329.0
,1,,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,2-(dimethylamino)ethyl 4-(butylamino)benzoate;hydrochloride,8695.0
,1,,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O,"7,8-dihydroxy-2-phenylchromen-4-one",1880.0
,1,,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C(=O)O,3-[4-[1-(2-benzylpiperidine-1-carbonyl)triazol-4-yl]phenyl]benzoic acid,53364510.0
,1,,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,"(4S,4aS,5aR,12aR)-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",54675783.0
,1,,CN1C(=O)C2=C(NC1=O)N=CN2,"1-methyl-3,7-dihydropurine-2,6-dione",80220.0
,1,,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid",441374.0
,1,,C(CCN=C(N)N)CN,2-(4-aminobutyl)guanidine,199.0
,1,,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,"2-amino-5-oxo-7-propan-2-ylchromeno[2,3-b]pyridine-3-carboxylic acid",2161.0
,1,,CC1=C(N=C(C(=N1)C)C)C,"2,3,5,6-tetramethylpyrazine",14296.0
,1,,CC1=CNC(=O)NC1=O,"5-methyl-1H-pyrimidine-2,4-dione",1135.0
,1,,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",644019.0
,1,,C([C@@H](C(=O)O)N)[Se],,6326983.0
,1,,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],1-hexadecylpyridin-1-ium;chloride,31239.0
,1,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC,"(2S)-2-amino-3-[[(2R)-2,3-di(octadecanoyloxy)propoxy]-hydroxyphosphoryl]oxypropanoic acid",9547096.0
,1,,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,"(Z)-but-2-enedioic acid;N-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]-1,3-benzothiazol-2-amine",11957725.0
,1,,CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)/C(=C\C)/C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O,"[(3S,3aR,4S,6S,6aR,7S,8S,9bS)-6-acetyloxy-4-butanoyloxy-3,3a-dihydroxy-3,6,9-trimethyl-8-[(Z)-2-methylbut-2-enoyl]oxy-2-oxo-4,5,6a,7,8,9b-hexahydroazuleno[4,5-b]furan-7-yl] octanoate",446378.0
,1,,C1/C(=C\C2=CC(=C(C=C2)O)O)/C(=O)C3=C(O1)C=C(C=C3)O,"(3E)-3-[(3,4-dihydroxyphenyl)methylidene]-7-hydroxychromen-4-one",9817274.0
,1,,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,"1-[2,6-dihydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-hydroxyphenyl)propan-1-one",6451798.0
,1,,CC(=C)CCO,3-methylbut-3-en-1-ol,12988.0
,1,,C(C(=O)O)N,2-aminoacetic acid,750.0
,1,,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",689043.0
,1,,CN1C=NC2=C1C(=O)NC(=O)N2,"7-methyl-3H-purine-2,6-dione",68374.0
,1,,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,"2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxychromen-4-one",72344.0
,1,,C1OC2=C(O1)C=C(C=C2)O,"1,3-benzodioxol-5-ol",68289.0
,1,,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,"(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide;hydrochloride",54704426.0
,1,,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,"(6S)-6-hydroxy-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4S)-4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one",5281224.0
,1,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,"4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",6175.0
,1,,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,10917.0
